Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score,Purpose of Use,Number of Platforms Used,Device Used Most,Parental Monitoring,Academic Performance,Daily Study Hours,Year of Study,Region,Year_Of_Admission
573,19,Female,Undergraduate,Ireland,5.5,Whatsapp,Yes,6.8,6,Single,4,8,News,4,Mobile,Yes,Good,4,4th Year,Central,2024
574,22,Male,Graduate,India,7.2,Facebook,Yes,5.9,4,Single,5,9,News,3,Mobile,No,Excellent,5,2nd Year,West,2021
575,21,Female,Undergraduate,Switzerland,4.2,Instagram,No,7.5,7,In Relationship,2,5,Education,2,Tablet,No,Excellent,1,3rd Year,Central,2025
576,24,Male,Graduate,Turkey,6.8,Whatsapp,Yes,6.2,5,Single,4,8,Socializing,5,Laptop,Sometimes,Average,4,4th Year,West,2023
577,20,Female,Undergraduate,USA,5.9,Instagram,Yes,6.7,6,In Relationship,3,7,News,5,Tablet,No,Good,3,2nd Year,Central,2025
578,22,Male,Graduate,Mexico,6.5,Facebook,Yes,6.1,5,Single,4,8,Education,2,Tablet,Yes,Excellent,3,2nd Year,West,2020
579,19,Female,Undergraduate,France,4.7,X,No,7.4,7,Single,2,5,Education,1,Tablet,Yes,Good,1,1st Year,West,2020
580,23,Male,Graduate,Canada,5.2,Instagram,Yes,7,6,In Relationship,3,6,Socializing,4,Desktop,Sometimes,Average,2,3rd Year,South,2020
581,21,Female,Undergraduate,UK,6.3,Whatsapp,Yes,6.4,5,Single,4,8,Entertainment,1,Laptop,Sometimes,Poor,5,4th Year,South,2020
582,24,Male,Graduate,Italy,4.9,Facebook,No,7.3,7,In Relationship,2,5,Education,3,Laptop,No,Excellent,2,1st Year,North,2025
583,20,Female,Undergraduate,Russia,6.7,Instagram,Yes,6,5,Single,4,8,News,2,Desktop,Sometimes,Excellent,2,2nd Year,Central,2024
584,22,Male,Graduate,China,5.8,WeChat,Yes,6.5,6,In Relationship,3,7,News,2,Desktop,Yes,Good,2,1st Year,Central,2025
585,19,Female,Undergraduate,Japan,4.5,X,No,7.6,8,Single,2,4,Education,3,Desktop,Sometimes,Average,2,4th Year,North,2024
586,23,Male,Graduate,Poland,6.4,Facebook,Yes,6.3,5,Single,4,8,Other,5,Laptop,Sometimes,Excellent,2,2nd Year,East,2023
587,21,Female,Undergraduate,Finland,4.1,Instagram,No,7.7,7,In Relationship,2,5,Other,3,Laptop,Yes,Good,2,3rd Year,North,2022
588,24,Male,Graduate,Spain,6.6,Whatsapp,Yes,6.2,5,Single,4,8,News,1,Tablet,Yes,Poor,4,2nd Year,Central,2023
589,20,Female,Undergraduate,Denmark,4.4,Instagram,No,7.4,7,In Relationship,2,5,Entertainment,1,Desktop,Yes,Poor,2,1st Year,South,2024
590,22,Male,Graduate,Ireland,5.7,X,Yes,6.8,6,Single,3,7,Other,2,Mobile,No,Poor,3,1st Year,Central,2023
591,19,Female,Undergraduate,India,7,Instagram,Yes,5.8,4,Single,5,9,Other,2,Mobile,Yes,Poor,1,2nd Year,East,2022
592,23,Male,Graduate,Switzerland,4.3,Facebook,No,7.5,7,In Relationship,2,5,News,5,Desktop,No,Poor,2,4th Year,South,2024
593,21,Female,Undergraduate,Turkey,6.9,Whatsapp,Yes,6.1,5,Single,4,8,Socializing,2,Laptop,Yes,Good,1,2nd Year,North,2022
594,24,Male,Graduate,USA,5.6,Instagram,Yes,6.9,6,In Relationship,3,7,Education,4,Desktop,Yes,Average,5,4th Year,North,2025
595,20,Female,Undergraduate,Mexico,6.2,Facebook,Yes,6.3,5,Single,4,8,Entertainment,5,Laptop,No,Excellent,3,4th Year,South,2020
596,21,Male,Undergraduate,France,5.8,Instagram,Yes,6.7,6,Single,3,7,Other,2,Tablet,Yes,Average,1,3rd Year,North,2025
597,23,Female,Graduate,Canada,4.9,Whatsapp,No,7.3,7,In Relationship,2,5,News,2,Mobile,No,Poor,4,2nd Year,East,2025
598,20,Male,Undergraduate,UK,6.4,Facebook,Yes,6.2,5,Single,4,8,Socializing,2,Laptop,No,Good,4,1st Year,East,2023
599,22,Female,Graduate,Italy,5.1,X,No,7.1,7,In Relationship,2,5,News,1,Mobile,Yes,Poor,3,4th Year,West,2021
600,19,Male,Undergraduate,Russia,6.7,Instagram,Yes,6,4,Single,4,8,Entertainment,2,Mobile,Yes,Average,2,3rd Year,Central,2023
601,24,Female,Graduate,China,5.5,WeChat,Yes,6.8,6,In Relationship,3,7,Education,5,Desktop,Sometimes,Average,2,1st Year,West,2022
602,21,Male,Undergraduate,Japan,4.3,X,No,7.6,8,Single,2,4,Other,5,Desktop,Yes,Average,5,2nd Year,North,2025
603,23,Female,Graduate,Poland,6.2,Instagram,Yes,6.4,5,Single,4,8,Other,1,Laptop,Sometimes,Excellent,1,4th Year,South,2025
604,20,Male,Undergraduate,Finland,4.5,Facebook,No,7.4,7,In Relationship,2,5,Socializing,3,Tablet,Sometimes,Excellent,5,4th Year,East,2023
605,22,Female,Graduate,Spain,6.3,Whatsapp,Yes,6.3,5,Single,4,8,Socializing,2,Mobile,Sometimes,Average,2,1st Year,North,2020
606,19,Male,Undergraduate,Denmark,4.7,Instagram,No,7.2,7,In Relationship,2,5,Other,3,Laptop,Yes,Average,4,3rd Year,Central,2022
607,24,Female,Graduate,Ireland,5.9,X,Yes,6.6,6,Single,3,7,Other,3,Desktop,Yes,Poor,3,3rd Year,North,2024
608,21,Male,Undergraduate,India,7.1,Facebook,Yes,5.7,4,Single,5,9,Other,1,Laptop,Yes,Excellent,5,2nd Year,South,2025
609,23,Female,Graduate,Switzerland,4.4,Instagram,No,7.4,7,In Relationship,2,5,Education,2,Laptop,No,Excellent,2,1st Year,East,2022
610,20,Male,Undergraduate,Turkey,6.6,Whatsapp,Yes,6.2,5,Single,4,8,Entertainment,2,Desktop,Yes,Excellent,4,4th Year,South,2025
611,22,Female,Graduate,USA,5.4,Instagram,Yes,6.9,6,In Relationship,3,7,Education,5,Desktop,Sometimes,Poor,2,3rd Year,West,2025
612,19,Male,Undergraduate,Mexico,6.5,Facebook,Yes,6.1,5,Single,4,8,Education,2,Mobile,Yes,Poor,1,4th Year,South,2020
613,24,Female,Graduate,France,4.8,X,No,7.3,7,In Relationship,2,5,Other,3,Tablet,Sometimes,Excellent,2,2nd Year,West,2025
614,21,Male,Undergraduate,Canada,5.7,Instagram,Yes,6.7,6,Single,3,7,Other,2,Mobile,Yes,Good,3,4th Year,Central,2025
615,23,Female,Graduate,UK,6.1,Whatsapp,Yes,6.4,5,Single,4,8,Socializing,1,Tablet,No,Good,3,4th Year,North,2024
616,20,Male,Undergraduate,Italy,4.6,Facebook,No,7.2,7,In Relationship,2,5,Socializing,4,Laptop,Yes,Excellent,2,1st Year,North,2022
617,22,Female,Graduate,Russia,6.8,Instagram,Yes,5.9,4,Single,5,9,News,3,Mobile,No,Poor,3,3rd Year,South,2021
618,19,Male,Undergraduate,China,5.6,WeChat,Yes,6.8,6,In Relationship,3,7,Entertainment,4,Tablet,Sometimes,Good,2,4th Year,Central,2024
619,24,Female,Graduate,Japan,4.2,X,No,7.5,8,Single,2,4,Other,4,Tablet,Sometimes,Excellent,4,2nd Year,East,2020
620,21,Male,Undergraduate,Poland,6.3,Whatsapp,Yes,6.3,5,Single,4,8,Other,5,Desktop,No,Poor,5,2nd Year,South,2020
621,23,Female,Graduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5,Other,4,Mobile,Yes,Poor,4,3rd Year,South,2023
622,20,Male,Undergraduate,Spain,6.5,Facebook,Yes,6.2,5,Single,4,8,Education,5,Tablet,Yes,Average,2,3rd Year,Central,2025
623,22,Female,Graduate,Denmark,4.6,X,No,7.3,7,In Relationship,2,5,Other,4,Laptop,Yes,Poor,1,1st Year,West,2024
624,19,Male,Undergraduate,Ireland,5.8,Instagram,Yes,6.6,6,Single,3,7,News,4,Laptop,Sometimes,Poor,4,1st Year,West,2023
625,24,Female,Graduate,India,7,Whatsapp,Yes,5.8,4,Single,5,9,Socializing,4,Desktop,No,Excellent,5,2nd Year,East,2022
626,21,Male,Undergraduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5,Socializing,4,Laptop,Yes,Poor,5,4th Year,Central,2021
627,23,Female,Graduate,Turkey,6.7,Instagram,Yes,6.1,5,Single,4,8,News,2,Tablet,No,Poor,3,3rd Year,East,2024
628,20,Male,Undergraduate,USA,5.5,X,Yes,6.8,6,In Relationship,3,7,News,2,Desktop,No,Excellent,4,2nd Year,West,2020
629,22,Female,Graduate,Mexico,6.4,Facebook,Yes,6.2,5,Single,4,8,Other,3,Laptop,Sometimes,Poor,4,1st Year,East,2020
630,19,Male,Undergraduate,France,4.7,Instagram,No,7.2,7,In Relationship,2,5,Other,3,Desktop,No,Good,1,4th Year,North,2023
631,24,Female,Graduate,Canada,5.6,Whatsapp,Yes,6.7,6,Single,3,7,Entertainment,1,Laptop,Sometimes,Excellent,3,2nd Year,Central,2024
632,21,Male,Undergraduate,UK,6.2,Facebook,Yes,6.3,5,Single,4,8,Education,2,Mobile,No,Good,1,2nd Year,Central,2025
633,23,Female,Graduate,Italy,4.8,X,No,7.1,7,In Relationship,2,5,Other,5,Laptop,Yes,Excellent,4,4th Year,North,2021
634,20,Male,Undergraduate,Russia,6.9,Instagram,Yes,5.9,4,Single,5,9,News,3,Mobile,Sometimes,Good,4,4th Year,South,2024
635,22,Female,Graduate,China,5.7,WeChat,Yes,6.7,6,In Relationship,3,7,Other,1,Tablet,Yes,Poor,4,4th Year,Central,2023
636,19,Male,Undergraduate,Japan,4.4,X,No,7.4,8,Single,2,4,News,1,Laptop,Yes,Excellent,3,4th Year,East,2024
637,24,Female,Graduate,Poland,6.1,Whatsapp,Yes,6.4,5,Single,4,8,Education,4,Desktop,No,Poor,2,1st Year,West,2022
638,21,Male,Undergraduate,Finland,4.3,Instagram,No,7.5,7,In Relationship,2,5,Other,2,Laptop,No,Average,4,2nd Year,East,2025
639,23,Female,Graduate,Spain,6.4,Facebook,Yes,6.2,5,Single,4,8,Socializing,1,Laptop,No,Excellent,5,1st Year,North,2024
640,20,Male,Undergraduate,Denmark,4.5,X,No,7.3,7,In Relationship,2,5,Entertainment,1,Laptop,Yes,Excellent,4,2nd Year,Central,2024
641,22,Female,Graduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7,Education,5,Desktop,Yes,Average,5,2nd Year,South,2022
642,19,Male,Undergraduate,India,7.2,Whatsapp,Yes,5.7,4,Single,5,9,News,2,Mobile,No,Excellent,1,1st Year,North,2020
643,24,Female,Graduate,Switzerland,4.6,Facebook,No,7.2,7,In Relationship,2,5,Socializing,5,Desktop,No,Average,3,1st Year,West,2024
644,21,Male,Undergraduate,Turkey,6.8,Instagram,Yes,6,5,Single,4,8,Entertainment,4,Mobile,No,Good,1,3rd Year,Central,2024
645,23,Female,Graduate,USA,5.3,X,Yes,6.8,6,In Relationship,3,7,Socializing,1,Laptop,No,Poor,5,4th Year,Central,2020
646,22,Male,Graduate,Mexico,6.3,Facebook,Yes,6.2,5,Single,4,8,Other,2,Laptop,No,Excellent,4,4th Year,North,2022
647,20,Female,Undergraduate,France,4.8,Instagram,No,7.1,7,In Relationship,2,5,Socializing,1,Desktop,Yes,Average,1,3rd Year,West,2021
648,23,Male,Graduate,Canada,5.7,Whatsapp,Yes,6.6,6,Single,3,7,Socializing,4,Tablet,Sometimes,Average,5,3rd Year,East,2021
649,21,Female,Undergraduate,UK,6.2,X,Yes,6.3,5,Single,4,8,Entertainment,1,Laptop,No,Good,3,4th Year,South,2021
650,24,Male,Graduate,Italy,4.7,Facebook,No,7.2,7,In Relationship,2,5,Entertainment,5,Tablet,Yes,Good,2,2nd Year,Central,2020
651,19,Female,Undergraduate,Russia,6.8,Instagram,Yes,5.9,4,Single,5,9,Education,5,Tablet,No,Average,3,1st Year,North,2024
652,22,Male,Graduate,China,5.6,WeChat,Yes,6.7,6,In Relationship,3,7,Entertainment,4,Desktop,Yes,Excellent,3,3rd Year,South,2025
653,20,Female,Undergraduate,Japan,4.3,X,No,7.5,8,Single,2,4,News,3,Tablet,No,Excellent,2,3rd Year,East,2025
654,23,Male,Graduate,Poland,6.2,Whatsapp,Yes,6.3,5,Single,4,8,Socializing,5,Mobile,Yes,Excellent,3,4th Year,West,2021
655,21,Female,Undergraduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5,Other,5,Tablet,Sometimes,Excellent,2,2nd Year,South,2022
656,24,Male,Graduate,Spain,6.5,Facebook,Yes,6.1,5,Single,4,8,Education,2,Tablet,No,Average,1,1st Year,Central,2024
657,19,Female,Undergraduate,Denmark,4.6,X,No,7.3,7,In Relationship,2,5,Other,5,Desktop,Yes,Excellent,2,1st Year,West,2025
658,22,Male,Graduate,Ireland,5.8,Instagram,Yes,6.6,6,Single,3,7,Entertainment,4,Laptop,Sometimes,Poor,4,1st Year,South,2022
659,20,Female,Undergraduate,India,7.1,Whatsapp,Yes,5.8,4,Single,5,9,Socializing,3,Mobile,Yes,Good,3,3rd Year,East,2025
660,23,Male,Graduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5,Socializing,2,Tablet,No,Excellent,2,4th Year,East,2022
661,21,Female,Undergraduate,Turkey,6.7,Instagram,Yes,6,5,Single,4,8,Entertainment,5,Laptop,Yes,Good,1,2nd Year,South,2024
662,24,Male,Graduate,USA,5.4,X,Yes,6.8,6,In Relationship,3,7,Socializing,5,Tablet,No,Excellent,1,3rd Year,West,2025
663,19,Female,Undergraduate,Mexico,6.4,Whatsapp,Yes,6.2,5,Single,4,8,News,4,Mobile,No,Average,4,2nd Year,Central,2023
664,22,Male,Graduate,France,4.7,Facebook,No,7.2,7,In Relationship,2,5,Education,1,Desktop,Sometimes,Excellent,5,3rd Year,Central,2024
665,20,Female,Undergraduate,Canada,5.6,Instagram,Yes,6.7,6,Single,3,7,Other,2,Laptop,Yes,Excellent,5,2nd Year,East,2020
666,23,Male,Graduate,UK,6.3,X,Yes,6.2,5,Single,4,8,Socializing,5,Mobile,Yes,Excellent,3,1st Year,Central,2025
667,21,Female,Undergraduate,Italy,4.8,Whatsapp,No,7.1,7,In Relationship,2,5,Entertainment,5,Desktop,Yes,Average,1,1st Year,East,2021
668,24,Male,Graduate,Russia,6.9,Instagram,Yes,5.9,4,Single,5,9,News,4,Tablet,No,Average,5,1st Year,East,2022
669,19,Female,Undergraduate,China,5.7,WeChat,Yes,6.7,6,In Relationship,3,7,News,4,Desktop,No,Good,2,2nd Year,East,2021
670,22,Male,Graduate,Japan,4.4,X,No,7.4,8,Single,2,4,Other,5,Laptop,Yes,Excellent,1,3rd Year,West,2022
671,20,Female,Undergraduate,Poland,6.1,Facebook,Yes,6.4,5,Single,4,8,News,5,Desktop,Yes,Excellent,4,3rd Year,East,2022
672,23,Male,Graduate,Finland,4.3,Instagram,No,7.5,7,In Relationship,2,5,Other,5,Mobile,Sometimes,Poor,5,1st Year,North,2025
673,21,Female,Undergraduate,Spain,6.4,Whatsapp,Yes,6.2,5,Single,4,8,Entertainment,3,Laptop,Yes,Good,2,2nd Year,West,2020
674,24,Male,Graduate,Denmark,4.5,X,No,7.3,7,In Relationship,2,5,Education,3,Tablet,Sometimes,Average,2,2nd Year,South,2022
675,19,Female,Undergraduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7,Entertainment,3,Mobile,No,Average,2,1st Year,South,2020
676,22,Male,Graduate,India,7.2,Facebook,Yes,5.7,4,Single,5,9,Entertainment,1,Tablet,Sometimes,Poor,4,2nd Year,South,2024
677,20,Female,Undergraduate,Switzerland,4.6,Whatsapp,No,7.2,7,In Relationship,2,5,News,1,Mobile,Yes,Good,1,1st Year,East,2022
678,23,Male,Graduate,Turkey,6.8,Instagram,Yes,6,5,Single,4,8,Socializing,2,Desktop,Yes,Poor,4,2nd Year,Central,2022
679,21,Female,Undergraduate,USA,5.3,X,Yes,6.8,6,In Relationship,3,7,Education,5,Desktop,Sometimes,Average,4,2nd Year,South,2020
680,24,Male,Graduate,Mexico,6.2,Facebook,Yes,6.3,5,Single,4,8,Entertainment,3,Laptop,No,Excellent,1,1st Year,South,2024
681,19,Female,Undergraduate,France,4.7,Instagram,No,7.2,7,In Relationship,2,5,Other,5,Mobile,No,Average,5,2nd Year,West,2024
682,22,Male,Graduate,Canada,5.8,Whatsapp,Yes,6.6,6,Single,3,7,News,5,Mobile,Sometimes,Excellent,4,3rd Year,Central,2025
683,20,Female,Undergraduate,UK,6.1,X,Yes,6.4,5,Single,4,8,News,4,Desktop,Yes,Good,4,1st Year,East,2023
684,23,Male,Graduate,Italy,4.8,Facebook,No,7.1,7,In Relationship,2,5,Entertainment,4,Mobile,Yes,Average,3,2nd Year,South,2020
685,21,Female,Undergraduate,Russia,6.7,Instagram,Yes,6,4,Single,5,9,Socializing,3,Tablet,Yes,Excellent,4,4th Year,Central,2022
686,24,Male,Graduate,China,5.5,WeChat,Yes,6.8,6,In Relationship,3,7,Entertainment,2,Tablet,Yes,Average,2,2nd Year,West,2024
687,19,Female,Undergraduate,Japan,4.2,X,No,7.5,8,Single,2,4,Education,4,Desktop,No,Good,3,3rd Year,North,2022
688,22,Male,Graduate,Poland,6.3,Whatsapp,Yes,6.2,5,Single,4,8,Socializing,1,Desktop,Sometimes,Average,3,4th Year,East,2024
689,20,Female,Undergraduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5,News,1,Tablet,No,Excellent,3,1st Year,North,2025
690,23,Male,Graduate,Spain,6.5,Facebook,Yes,6.1,5,Single,4,8,Entertainment,3,Tablet,No,Average,3,2nd Year,South,2020
691,21,Female,Undergraduate,Denmark,4.6,X,No,7.3,7,In Relationship,2,5,News,3,Mobile,No,Average,5,1st Year,Central,2023
692,24,Male,Graduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7,Education,3,Tablet,Yes,Average,2,2nd Year,West,2025
693,19,Female,Undergraduate,India,7,Whatsapp,Yes,5.8,4,Single,5,9,Education,2,Tablet,Sometimes,Good,1,3rd Year,Central,2022
694,22,Male,Graduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5,Education,1,Mobile,Yes,Good,5,4th Year,West,2022
695,20,Female,Undergraduate,Turkey,6.6,Instagram,Yes,6.1,5,Single,4,8,Entertainment,3,Desktop,No,Average,1,2nd Year,East,2024
696,23,Male,Graduate,USA,5.5,X,Yes,6.7,6,In Relationship,3,7,News,2,Mobile,Sometimes,Good,2,3rd Year,East,2022
697,21,Female,Undergraduate,Mexico,6.3,Whatsapp,Yes,6.2,5,Single,4,8,Entertainment,4,Desktop,Sometimes,Poor,3,4th Year,West,2020
698,24,Male,Graduate,France,4.8,Facebook,No,7.1,7,In Relationship,2,5,Other,1,Tablet,Yes,Poor,4,1st Year,East,2023
699,19,Female,Undergraduate,Canada,5.7,Instagram,Yes,6.6,6,Single,3,7,Education,2,Desktop,Sometimes,Poor,3,3rd Year,South,2023
700,22,Male,Graduate,UK,6.2,X,Yes,6.3,5,Single,4,8,Other,3,Desktop,Sometimes,Good,3,3rd Year,South,2023
701,20,Female,Undergraduate,Italy,4.7,Whatsapp,No,7.2,7,In Relationship,2,5,Entertainment,5,Desktop,No,Average,5,4th Year,Central,2023
702,23,Male,Graduate,Russia,6.8,Instagram,Yes,5.9,4,Single,5,9,News,3,Laptop,Yes,Excellent,5,3rd Year,North,2022
703,21,Female,Undergraduate,China,5.6,WeChat,Yes,6.7,6,In Relationship,3,7,Education,3,Desktop,Yes,Good,5,3rd Year,Central,2025
704,24,Male,Graduate,Japan,4.3,X,No,7.5,8,Single,2,4,Other,2,Tablet,Sometimes,Poor,4,3rd Year,West,2020
705,19,Female,Undergraduate,Poland,6.2,Facebook,Yes,6.3,5,Single,4,8,Other,3,Laptop,Yes,Excellent,5,1st Year,East,2024
706,22,Male,Graduate,Nepal,3.7,Facebook,No,8.3,7,Single,2,5,Socializing,4,Mobile,No,Good,1,2nd Year,North,2025
707,18,Female,High School,Armenia,5.9,Instagram,Yes,5.2,5,Complicated,4,9,Entertainment,4,Tablet,No,Good,4,1st Year,South,2025
708,19,Female,Undergraduate,Sri Lanka,4.3,Facebook,No,8.7,7,Single,2,5,Education,4,Tablet,Yes,Poor,5,3rd Year,Central,2022
709,20,Female,Undergraduate,Bangladesh,4.3,Instagram,Yes,7.6,5,Single,3,7,Entertainment,1,Laptop,Yes,Poor,3,3rd Year,East,2024
710,19,Female,Undergraduate,USA,7,Whatsapp,Yes,5.8,4,In Relationship,4,9,Socializing,3,Tablet,Yes,Average,5,2nd Year,West,2025
711,22,Male,Graduate,India,7.2,Facebook,Yes,5.7,4,Single,5,9,Entertainment,1,Tablet,Sometimes,Poor,4,2nd Year,South,2023
712,20,Female,Undergraduate,South Korea,5.2,KakaoTalk,Yes,6.5,6,In Relationship,3,6,Socializing,4,Tablet,No,Good,2,2nd Year,North,2024
713,20,Female,Undergraduate,India,7.1,Whatsapp,Yes,5.8,4,Single,5,9,Socializing,3,Mobile,Yes,Good,3,3rd Year,East,2022
714,22,Male,Graduate,China,4.2,WeChat,No,8.1,7,In Relationship,2,5,News,4,Mobile,Yes,Excellent,4,3rd Year,South,2023
715,19,Female,Undergraduate,Spain,4,Instagram,Yes,7.9,6,Single,3,7,News,4,Mobile,No,Good,3,3rd Year,Central,2023
716,21,Male,Graduate,Denmark,3.2,Facebook,No,8.6,8,In Relationship,2,4,Other,5,Tablet,Sometimes,Excellent,3,2nd Year,North,2021
717,19,Male,Undergraduate,Colombia,4.8,Instagram,Yes,5.9,6,In Relationship,3,7,Entertainment,1,Desktop,Yes,Average,1,1st Year,Central,2025
718,19,Female,Undergraduate,Japan,3.5,LINE,No,8,8,Single,1,3,News,2,Laptop,Yes,Good,3,4th Year,Central,2021
719,19,Female,Undergraduate,Japan,2.8,LINE,No,8.8,8,Single,1,3,Education,4,Desktop,Yes,Excellent,5,4th Year,East,2022
720,21,Male,Graduate,Malaysia,5.7,WhatsApp,Yes,6.6,6,Single,3,7,Other,2,Mobile,Sometimes,Excellent,1,3rd Year,Central,2021
721,19,Male,Undergraduate,Nepal,3.9,Whatsapp,No,8.1,7,Single,2,5,Entertainment,3,Desktop,Sometimes,Average,1,1st Year,North,2024
722,20,Female,Undergraduate,Switzerland,3,Instagram,No,8.8,8,Single,2,4,Entertainment,4,Laptop,Sometimes,Good,5,3rd Year,East,2024
723,19,Female,Undergraduate,Netherlands,3.7,Whatsapp,No,8.3,8,Single,2,4,Education,3,Tablet,No,Good,2,4th Year,West,2020
724,19,Female,Undergraduate,Ireland,4.4,Instagram,Yes,7.5,7,Single,3,6,Education,4,Laptop,Yes,Excellent,3,2nd Year,Central,2024
725,21,Male,Graduate,Malaysia,6.1,WhatsApp,Yes,6.2,6,Single,3,7,Entertainment,2,Desktop,Yes,Excellent,4,2nd Year,East,2025
726,20,Female,Undergraduate,South Korea,5,KakaoTalk,Yes,6.7,6,In Relationship,3,6,Other,1,Laptop,Yes,Average,5,4th Year,East,2021
727,24,Male,Graduate,Spain,6.5,Facebook,Yes,6.1,5,Single,4,8,Education,2,Tablet,No,Average,1,1st Year,Central,2024
728,20,Female,Undergraduate,Spain,3.7,Whatsapp,Yes,8.2,6,Single,3,7,Socializing,5,Tablet,No,Poor,2,4th Year,West,2024
729,20,Female,Undergraduate,Spain,5.5,Whatsapp,Yes,5.8,6,In Relationship,2,8,Education,3,Tablet,Yes,Poor,1,1st Year,North,2024
730,21,Male,Graduate,Canada,5.3,Instagram,Yes,6.9,6,Single,3,7,Entertainment,5,Desktop,Sometimes,Average,1,2nd Year,Central,2022
731,21,Male,Graduate,Mexico,5.9,WhatsApp,Yes,6.3,6,Single,3,7,News,2,Desktop,Sometimes,Poor,5,3rd Year,South,2024
732,22,Male,Graduate,Mexico,6.4,WhatsApp,Yes,5.8,6,Single,3,7,News,3,Tablet,Sometimes,Average,5,3rd Year,South,2021
733,24,Male,Graduate,Russia,6.9,Instagram,Yes,5.9,4,Single,5,9,News,4,Tablet,No,Average,5,1st Year,East,2024
734,19,Female,Undergraduate,Ireland,4.4,Instagram,Yes,7.5,7,Single,3,6,Education,4,Laptop,Yes,Excellent,3,2nd Year,Central,2024
735,20,Female,Undergraduate,Brazil,5.8,Snapchat,Yes,6,6,In Relationship,2,8,News,1,Desktop,Sometimes,Poor,4,4th Year,Central,2025
736,21,Female,Graduate,Maldives,4.6,Instagram,No,7.4,8,In Relationship,2,5,Entertainment,5,Mobile,Yes,Average,3,2nd Year,East,2021
737,22,Male,Graduate,Mexico,5.8,WhatsApp,Yes,6.4,6,Single,3,7,Other,3,Tablet,No,Excellent,2,1st Year,East,2021
738,22,Male,Graduate,India,7.2,Facebook,Yes,5.7,4,Single,5,9,Entertainment,1,Tablet,Sometimes,Poor,4,2nd Year,South,2025
739,18,Female,High School,Liechtenstein,5.8,Instagram,Yes,5.2,5,Single,4,9,Other,2,Mobile,Sometimes,Average,3,4th Year,North,2025
740,23,Male,Graduate,Canada,5.7,Whatsapp,Yes,6.6,6,Single,3,7,Socializing,4,Tablet,Sometimes,Average,5,3rd Year,East,2020
741,24,Male,Graduate,France,4.8,Facebook,No,7.1,7,In Relationship,2,5,Other,1,Tablet,Yes,Poor,4,1st Year,East,2023
742,22,Male,Graduate,Russia,3.7,VKontakte,No,8.3,7,In Relationship,2,5,Education,5,Laptop,No,Good,3,1st Year,West,2025
743,21,Male,Graduate,Maldives,5.2,Whatsapp,Yes,5.5,6,In Relationship,4,8,Other,1,Laptop,Yes,Good,4,2nd Year,West,2025
744,22,Male,Graduate,Canada,4.5,Whatsapp,Yes,7.7,7,Single,3,6,Education,2,Desktop,No,Excellent,4,4th Year,East,2021
745,24,Male,Graduate,South Africa,2.3,LinkedIn,No,7.3,8,In Relationship,1,4,Education,4,Laptop,Sometimes,Average,4,1st Year,East,2021
746,24,Male,Graduate,Japan,4.3,X,No,7.5,8,Single,2,4,Other,2,Tablet,Sometimes,Poor,4,3rd Year,West,2022
747,21,Male,Graduate,China,4.5,WeChat,No,7.8,7,In Relationship,2,5,News,1,Tablet,Sometimes,Poor,5,3rd Year,West,2020
748,22,Male,Graduate,Sri Lanka,5.1,Facebook,Yes,5.1,6,Single,3,7,Socializing,5,Laptop,Yes,Excellent,4,1st Year,Central,2021
749,19,Female,Undergraduate,Sri Lanka,4.5,Facebook,No,8.3,7,Single,2,5,News,1,Desktop,Sometimes,Poor,1,2nd Year,South,2023
750,19,Female,Undergraduate,Spain,3.8,Instagram,Yes,8.1,6,Single,3,7,Education,3,Desktop,Yes,Good,4,4th Year,South,2024
751,21,Male,Graduate,Poland,3.7,Facebook,No,8.4,7,Single,2,5,Other,3,Desktop,Sometimes,Average,1,4th Year,South,2020
752,20,Female,Undergraduate,UAE,6.9,Instagram,Yes,6.1,5,In Relationship,4,8,Education,1,Desktop,Sometimes,Average,5,4th Year,East,2025
753,19,Female,Undergraduate,USA,6.7,Instagram,Yes,5.8,4,Single,4,9,Other,4,Desktop,Sometimes,Good,5,1st Year,North,2025
754,21,Male,Graduate,Canada,4.7,Instagram,Yes,7.5,6,Single,3,7,Education,3,Desktop,Sometimes,Poor,4,2nd Year,East,2025
755,24,Male,Graduate,USA,5.6,Instagram,Yes,6.9,6,In Relationship,3,7,Education,4,Desktop,Yes,Average,5,4th Year,North,2022
756,22,Male,Graduate,Germany,4,Facebook,No,7.6,8,In Relationship,2,4,Socializing,3,Desktop,No,Average,1,1st Year,South,2022
757,21,Male,Graduate,Canada,4.1,Instagram,Yes,8.1,6,Single,3,7,News,1,Tablet,No,Good,1,4th Year,East,2022
